date,POW,POW to POS,POS,OTHER
2019-01-31,0.6799792815101138,0.11842607433637263,0.0671441381485364,0.13445050600497715
2019-02-01,0.6814745994217721,0.11814157136283616,0.06756649459031554,0.13281733462507617
2019-02-02,0.6803293822330816,0.11961781241867968,0.06797549353048099,0.13207731181775775
2019-02-03,0.6824985949916086,0.11883102288679014,0.06762025222638535,0.13105012989521597
2019-02-04,0.6824452834028246,0.11925291163860977,0.06811013390053733,0.1301916710580283
2019-02-05,0.6830918492793594,0.1187397179472064,0.06852985813968962,0.1296385746337446
2019-02-06,0.68426101766274,0.11807109326897088,0.06948594986277874,0.12818193920551046
2019-02-07,0.6837278074480589,0.11793837260736159,0.06940489570951774,0.12892892423506175
2019-02-08,0.68012364953157,0.12286655648193517,0.07102017418392083,0.12598961980257398
2019-02-09,0.6798988233055255,0.1227791575761957,0.07173792187553779,0.12558409724274097
2019-02-10,0.6770631008284255,0.12682990553770107,0.0724016515330575,0.12370534210081598
2019-02-11,0.678943315527432,0.12553004279527852,0.07240149856215211,0.12312514311513739
2019-02-12,0.6768455930541641,0.12612696367037612,0.07360176950625397,0.12342567376920577
2019-02-13,0.6765987398729221,0.12694790541047526,0.07260915052034082,0.12384420419626188
2019-02-14,0.6779374657475229,0.12666459794742965,0.07163896510724974,0.12375897119779768
2019-02-15,0.676607246947437,0.1268921127360797,0.07328620460009881,0.12321443571638442
2019-02-16,0.6765217086994001,0.12769792233793917,0.07288494257503533,0.12289542638762536
2019-02-17,0.6709661866478359,0.13549088526128042,0.07251209447474227,0.12103083361614136
2019-02-18,0.6677968352770036,0.13777863225799644,0.07507952359044373,0.11934500887455624
2019-02-19,0.6671314481985635,0.135904648580963,0.07756784149299674,0.11939606172747672
2019-02-20,0.6631763286736458,0.13671043727875365,0.080105628777887,0.12000760526971353
2019-02-21,0.6668102163951509,0.1362543438687428,0.07866495501169755,0.11827048472440875
2019-02-22,0.6664670229981325,0.13705998524784635,0.07933872379676993,0.11713426795725118
2019-02-23,0.6629544943545534,0.14021619526340584,0.08053198949906894,0.11629732088297175
2019-02-24,0.6718734167992874,0.133097715266063,0.07830732585312873,0.11672154208152086
2019-02-25,0.6663420714598415,0.13314998948919712,0.07697965906689508,0.12352827998406635
2019-02-26,0.6691098879262205,0.13309617037713925,0.07617587426748296,0.12161806742915725
